Label,Text
non_depressive,গতকাল হুগলী জেলার রিষড়ার হেস্টিংস জুট মিলের শ্রমিকদের ট্রাস্টি বোর্ডের বিজেপির অসংগঠিত শ্রমিকদের সংগঠন পাকসু মোর্চা র প্রার্থীদের জয় প্রমান করল পশ্চিমবঙ্গের খেটে খাওয়া গরিব মানুষ আজ প্রধানমন্ত্রী শ্রী নরেন্দ্র মোদী জির পক্ষে । বিজয়ী প্রার্থীদের জানাই আন্তরিক গৈরিক শুভেচ্ছা 
non_depressive,আল্লাহ্ আপনি সকলকে হেফাজত করুন আমীন
depressive,"সতি সাবিত্রী ! এক মহিলা তার বান্ধবীদের বলছে তোরা কি করে দেবরদের সাথে কথা বলিস বাপু ! আমি তো ভাসুরের সাথে শুয়েই লজ্জায় বাঁচিনা ! বিনা ভোটে অবৈধভাবে রাষ্ট্রক্ষমতা দখল করে রাখা ভোট ডাকাতরা যখন পাকিস্তানের নির্বাচনের সমালোচনা করে , তখন ঐ সতি সাবিত্রী ! মহিলার কথা মনে পড়ে যায় । "
depressive,অনেক ভালো লাগলো জিবনের প্রতিটা মূহুর্তের কথা মনে পরে গেলোঅনেক কান্না করছি বিয়ে করেও তাকে আমার করে রাখতে পারলাম এটা আমার জিবনের চেয়ে আফসস
non_depressive,মাননীয় মন্ত্রী মহোদয় দেখার অনুরোধ রইলো
non_depressive,অপূর্ব নাটক। রোহান তিনি অভিনয় অনবদ্য। কলকাতা থেকে।
depressive,সৌদি আরবে ডিমের গাড়ী এক্সিডেন্ট করার পর রাস্তায় গরমে ডিম গুলি ভাজি হয়ে গেছে ! 
depressive,আমার মনে একটি অবহেলা মহাসাগর ছড়িয়ে পড়েছে আমি নিজেকে তার ঢেউয়ে হারিয়ে ফেলেছি।
non_depressive,মমতা ব্যানার্জি বলেছেন লোকসভা ভোটে বাংলায় সব আসন পাবেন । ৪২টা লোকসভা আসনের মধ্যে ৪২ টিতেই জিতবেন । কিন্তু আমি বলছি সে গুড়ে বালি । লিখে নিন ১৫টিও আসন জিতবে না তৃণমূল । : 
depressive,এখন কিছু লোক বলবে পির সরজনত্র এগুলো
depressive,তদন্ত রিপোর্টে বের হয় বছর ধরে খনি থেকে কয়লা চুরি হয়েছে
depressive,দিনে দুপুরে যেখানে মানুষের অধিকার হরন হয়সেখানে ইরম আজাব হবে স্বাভাবিক
non_depressive,"জার সাথে মায়ের দোয়া থাকে তাকে কেউ হারাতে পারে না সেই জত বড় শক্তিশালী হোক না কেন ! মায়ের ভালো বাসায় জিতিয়ে দিয়েছে আরিফুল হক চোধুরীকে অভিনন্দন তোমাকে , আসল পিরের দোয়া দেখুন সিলেট বাসি এখন বুজবেন আসল নকল পির এখনো সময় আছে সঠিক পিরকে চিনে মূল্যায়ন করুন "
depressive,আমি আমার জীবনে অনেক সময় সম্পর্কে ভ্রান্তি মনে করি আমি জানি যদি সত্যি সম্পর্কে অপেক্ষা করতে পারি।
depressive,আমি সময় ক্লান্ত বোধ করি
non_depressive,ভাইয়া আপনার উস্থাপনা আমার কাছে অসাধারণ লাগে।
depressive,আমি মাসে দুই দিনে মাছ খেতে পারি গ্রামে থেকেও
depressive,আয় ভাই উঠে আয় ফাইভ চালু হয়ে গেছে
non_depressive,ছোট ভাইটার পাশে একটু দাঁড়ান কোরআন তেলাওয়াতের ভিডিও বানাই
depressive,আজকে টাকা খাই কালকে সোনা খাই পরশু কয়লা খাই ভাতের উপর চাপ কমাই
depressive,পৃথিবীতে আমি যতদিন জীবিত থাকবো বন্ধু নামের শব্দটাকে সবথেকে বেশি ঘৃণা করব কারণ আমার বন্ধু আমাকে নিঃস্ব করে দিয়েছে আমি আজকে শেষ
depressive,ছিড়া সাধারণ মানুষের জন্য বিব্রতকর
non_depressive,ওয়াও এতো ইমোশন ইয়াশ তটিনি বেস্ট জুটি
non_depressive,বাংলা বংগ বন্ধ
depressive,বাংলাদেশ দাম যেইটা বাড়ে সেইটা কোন দিন কমে
non_depressive,ইয়াশ রোহান তটিনী বেস্ট জুটি আমার সাথে একমত
non_depressive,বক্স অফিসটা কোথায় অবস্থিত
depressive,রাজধানী ঢাকার সায়দাবাদের জনপথের আন্ডারপাস এর পাশে এভাবেই পড়ে আছে একজন বৃদ্ধার নিথর দেহ । দেখার যেন কেউ নেই দুইজন পুলিশ নাকি দাড়িয়ে একজন অপরজনকে বলতেছে দেখেন কিছু করতে পারেন কিনা । কিছু বলার ভাষা নেই । ৎ দেশ তো ফাইভ জি হয়ে গেছে । ছবি সংগৃহীত । 
non_depressive,আলহামদুলিল্লাহ আমি মাত্র একটি ডোজ নিয়েছি
depressive,"এমন সংঘী পোস্ট মাঝে মধ্যে দিব্যি লাগে কারণ তখন অসাম্প্রদায়িক বাঙালি বন্ধুরা নিজের রাজনৈতিক অবস্থান ছেড়ে এদের বিরুদ্ধে এককাট্টা হয়ে একসাথে লড়াই করে বাঙালির হয়ে , বাংলার হয়ে । বাংলাপক্ষ এই সচেতনতাটাই গড়ে তুলতে চায় । ভোট দেওয়া পার্টি আমাদের জামা , বাঙালিত্ব আমাদের চামড়া । জয়বাংলা"
depressive,"নির্বাচনী এলাকা রাস্তায় গাড়ি চলাচল বন্ধ করে এরা , নির্বাচন করছে পাবলিক তো ভোট দেয় না তাহলে ভোট দেয় কে ? সকাল সকাল , মেজাজ টা খারাপ হয়ে গেল , হাটতে হাটতে"
depressive,আমি সবসময় ক্ষতিগ্রস্ত মনে হচ্ছে। আমার কাছে দুঃখের ব্যবস্থা করার জন্য কোনো নেই।
depressive,টাকাটা ব্যাংকে রাখলেও কাজে দিতো
non_depressive,বাংলাদেশ ঠিক আছে আমরা মুসলিম আবার হিন্দুদের আমাদের দেশেরই একটা অংশ কিন্তু আপনি আপনার দেশের মুসলিমদের নাগরিকত্ব দেন আগে
depressive,গাঞ্জা টানে আমেরিকাদেশে মাতাল হয় এসে বাংলাদেশে
depressive,দেশে বিচার থাকলে অবস্থা দেখতে
depressive,বেশির ভাগ সময়ে এমনিভাবে খারাপ হয়ে থাকে।
non_depressive,আলহামদুলিল্লাহ ! মহান আল্লাহর ফায়সালাই চুড়ান্ত । তিনি যে রেজাল্ট আমাদের জন্য বরাদ্ধ রেখেছেন তা অবশ্যই আমাদের আগামী দিনের পথচলাকে সুদৃঢ় করবে । এটা ঠিক যে আমরা কাঙ্ক্ষিত রেজাল্ট পাইনি । কিন্তু আমরা হাজারো জনগনের : 
depressive,লেখাটি পড়ে মনে হচ্ছে জীবনের অন্ধকারে পড়লেও প্রত্যাশার কোনো আলো থাকতে পারে না। কান্না সারা দেশের
non_depressive,তোমার নিরবতায় আজ আমার ব্যস্ততম শহরটা ও থমকে দাঁড়ায় । 
non_depressive,আলহামদুলিল্লাহ টিকা ছাড়া ভালো আছি
depressive,লেখাটি পড়ে আমার চোখে ধরেছে এটি অত্যন্ত দুখজনক এবং ক্ষতিকর।আসুন দেশটাকে গিলে খাই ভাত উপর চাপ কমাই
non_depressive,এটা বাংলাদেশের সরকারের উচিত নজরে দেওয়া আমলে নেয়া ভবিষ্যতে এরা যেনো এমন নৃশংস হত্যা করে এদের ফাঁসি আওতায় আনা হোক
non_depressive,সুস্হতা মহান আল্লাহর বড় এক নেয়ামত ! যা আজ ৩ দিনে বুঝতে পারছি ! পাশে থাকা লোকটার ও ধকল কম যাচ্ছে না ! শুকরিয়া ইয়া রব এমন জীবন চলার সাথী দানকরার জন্য দোয়া চাই সুস্থতার জন্য 
depressive,মন্তব্য করবো চোরকে আবার হজ্বে পাঠানো হচ্ছে
depressive,চলে যাওয়া বিষয়।। অন্য কারও হাত ধরে চলে যাওয়া ভিন্ন বিষয়। তাও কেন জানি মনে হয়।।তুমি এতটাও খুশি নওতাও কেন চলে গেলা
depressive,ঘাতক সেই বাস কোম্পানির মালিক নৌমন্ত্রীর শ্যালক এবার বুঝতে পারলাম মন্ত্রী কেলাচ্ছিল কেন
depressive,পুলিশ হানা দিলেই একে অন্যকে হোয়াটসঅ্যাপে সাবধান করে দিচ্ছেন : 
depressive,আমার জীবনের অনেক সময় আমি মনে করি আমি আমার সময় হারিয়ে যাচ্ছি।
depressive,বিপদরে বাবা টিকা দিলেও সমস্যা দিলেও কোনো দেশে যাওয়া যায়
non_depressive,এইসব পত্রিকা থেকে ধরনের ফালতু ইউটিউবার নিয়ে পোষ্ট করা খুবই দুঃখজনক
depressive,আগে দুর্নীতি চাদাবাজি বন্ধ করুক তাহলে ব্যবসায়ী নিশ্চিন্তভাবে ব্যবসা করবে।
non_depressive,জনতা বিচার অত্যন্ত সঠিক ছিল
non_depressive,ছিড়ে ফেলা মোটেই ভালো নাই জাতীয় শিক্ষা কারিকুলাম বিষয়। বিচার হওয়া উচিৎ।
non_depressive,মেডিটেশন করুম নিয়মিত ভালো থাকবেন। ইনশাআল্লাহ।
non_depressive,নিউজ দুর্ভিক্ষ চলতেছে
depressive,হাড্ডি গোস্ত উপজাতি দোস্ত
non_depressive,ভাইয়া মাঝে মাঝে কমেডি করেন এটা খুব ভালো লাগে
depressive,আমি সময় অনুভব করি আমি একটি বোঝা মানুষ নই।
depressive,আজকের অন্ধকারে প্রাণ হারানোর আনন্দ আমার মনে হচ্ছে।
non_depressive,"অভিনন্দন টিম বাংলাদেশ ওয়েস্ট ইন্ডিজের বিপক্ষে ২ ১ সিরিজ জয় লাভ করলো একটুর জন্য বাংলা ওয়াশ টা মিস হয়েছে যাই হোক , ভালো খেলেছো ম্যাশ "
depressive,"এরা সেই কয়লা বাবা , বেশী কিছু বলা যাবেনা তাইলে আবার নাস্তিক ট্যাগ লাগিয়ে দেবে । "
depressive,জীবনের শেষ কিছুদিন হলেও প্রিয় মানুষ টার সাথে থাকতে পারল
non_depressive,আমি নাকি কুফা কোথাও যাইতে চাইলেই বৃষ্টি নামে
depressive,মডার্না টিকা গ্রহণ করে আমি এখন লিভার এবং ব্রেন স্ট্রোক জনিত সমস্যায় ভুগতেছি
non_depressive,বন্ধু নির্বাচনে সচেতন হওয়া জরুরি আসামিদের অবশ্যই ফাঁসি চাই
non_depressive,শিবির বিম্পি অনলাইনে বিপ্লবে ফেটে যাচ্ছে
non_depressive,কমেন্টে সাকিব ভক্ত
depressive,দুদকের তদন্ত প্রতিবেদনঃ গায়েব নয় দাঁত মেজেই লাখ হাজার মেট্রিকটন কয়লা শেষ
depressive,যেখানেই থাকো প্রিয়ভালো থেকো সবসময়
non_depressive,", অন্তরে যার নাম লিখেছি প্রেম এঁটেছি খামে ! হাজার স্তুতি কাব্য পাঠাই সেই সে মহান নামে ! অঙ্গেও তার রঙ মেখেছি পণ করে নিজ দাঁতে ! তার কবিতায় সুর তুলে যাই রোজ প্রতি সিজদাতে ! "
non_depressive,আলহামদুলিল্লাহ ঈমানের শক্তি বারিয়ে দাও
depressive,টীকা নিয় ভিবিন সমস্যাই আছি
non_depressive,এতদিন পরে পুরনো খবর প্রকাশ করাটা আরটিভির মানায়
non_depressive,"সর্বশেষ বিপিএলের ষষ্ঠ আসর শুরু ৫ জানুয়ারি , প্লেয়ার্স ড্রাফট অক্টোবরে , খেলোয়াড় ধরে রাখা যাবে ৪ জন । "
non_depressive,টাকা গুলার কিছু অংশ আমাকে দিতেন
depressive,"আমার ছোটবেলা কখনই এমন ছিলো না , তখনও চার দেয়ালের মাঝে ! আজও আছি একই সাঝে ! "
non_depressive,মমতা ব্যানার্জি বলেছেন লোকসভা ভোটে বাংলায় সব আসন পাবেন । ৪২টা লোকসভা আসনের মধ্যে ৪২ টিতেই জিতবেন । কিন্তু আমি বলছি সে গুড়ে বালি । লিখে নিন ১৫টিও আসন জিতবে না তৃণমূল । : 
non_depressive,নাটকটা খুবই সুন্দর লাগছে
non_depressive,", বৃষ্টিতে ভিজতে কার কার ভালো লাগে ? "
depressive,আমি মনে করি ডিপ্রেশন থেকে বেরিয়ে আসার সহজ উপায় যেই ধর্মের সেই ধর্ম অনুসরণ করা এবং নিজেকে কোনো কাজে ব্যসতো রাখা সত্য মেনে নেওয়া।
non_depressive,এদের বিচার কখনই হবেনা সুতরাং এমন অনাকাঙ্ক্ষিত ঘটনাও থামবেনা।
non_depressive,খুবই চমৎকার নাটক
non_depressive,রাসুল সাঃ এর রেখে যাওয়া দ্বিন ইসলাম ও তার সুন্নাতকে উজ্জীবিত রাখালেই ভালোবাসা হবে । মুখে ভালোবাসি বলায় ভালোবাসা হয়না কাজে প্রমান করতে হবে । 
depressive,আমিও তাহাদের দলে যারা বারবার মরে যায় কিছু সম্পর্ক জোরা লাগলেও দাগ থেকে যায় কিছু সম্পর্ক হয়তো এমনি চাইলেও কাছে থাকা হয়না
non_depressive,এদেরকে ফাঁশি দেওয়া হোক যারা অপরাধীকে মেরে ফেলেছে তাদেরকেউ ফাঁশি দেওয়া হোক
depressive,আমিও same বিপদে আছি
depressive,চাকরীজীবি স্ত্রী স্বামীর জন্য জাহান্নাম । কথাটা কতটুকু সত্য এবং ইসলামের দৃষ্টিতে ? 
depressive,অসুস্থ মনের সাথে সামর্থ্যের অন্ধকারে আমি জীবনের অজানা সমস্যার সামনে দাঁড়িতে পারছি না।
non_depressive,আলহামদুলিল্লাহ ভালো লাগলো
depressive,ডিপ্রেশনে মাঝে মাঝে চায় দুনিয়া থেকে বিদায় নিয়ে যাই
non_depressive,ইমান সুখ
depressive,দেশের অনেক মানুষ খেতে পারেনা কোটি দিয়ে অনেক লোকের উপকার করতে পারতেন।
non_depressive,এসবের জন্য বিশ্ব স্বাস্থ্য সংস্থা সরকার দ্বায়ী।
non_depressive,আযান সবচেয়ে শ্রুতিমধুর আযান ইহকালের সবচেয়ে সেরা আহবান
non_depressive,ভাই বাংলাদেশের বক্স অফিসের ঠিকানা একটু দিবেন
depressive,দ্বিতীয় ডোজ হাতে দিয়েছি মাঝে মাঝে খুব কষ্ট অনুভব হয়
non_depressive,মনে হচ্ছে পিছনে BNP হাত রয়েছে
non_depressive,লোভে পাপপাপে মৃত্যু
non_depressive,আল্লাহ মাবুদ আমাদের সকল প্রকার দুর্ঘটনা থেকে রক্ষা করুন। আমিন
non_depressive,এগুলো সংবাদ মাধ্যমে দেওয়া লাগে
non_depressive,৩৮ তম বিসিএস পরিক্ষার সময়সূচী ১ । ৮ ৯ ২০১৮ ইংরেজি সকাল ১০ টা ২ । ৯ ৯ ২০১৮ বাংলাদেশ বিষয়াবলী সকাল ১০ টা ৩ । ১১ ৯ ২০১৮ আন্তর্জাতিক বিষয়াবলী সকাল ১০ টা এবং গনিত দুপুর ২টা ৪ । ১২ ৯ ২০১৮ বিজ্ঞান সকাল ১০টা এবং মানসিক দক্ষতা দুপুর ২ টা ৫ । ১৩ ৯ ২০১৮ বাংলা সকাল ১০ টা 
non_depressive,আল্লাহ আপনি তাকে সুস্থতা দান করুন
non_depressive,পছনে গেম খলতা ছেন
non_depressive,এসব মাস্তানদের দেশ ছাড়া করার দরকার এসব মাস্তানি এখানে চলবে
non_depressive,সময়ে এসে বাংলাদেশে নামা বানাইতে কইসে ক্যাডা
depressive,চোখের বেধে রাখা গেলোনা।
depressive,কেমন ছেলে বাবার গায়ে হাত তুলে আমি হলে ছেলেটাকে মারতাম
non_depressive,তটিনী আপুর অভিনয় অসাধারণ
non_depressive,রোগের চিকিৎসার জন্য এটাই ভালো চিকিৎসা প্রমাণিত আমি এটা দেখেছি
non_depressive,আমিও কিনতে চায়।দিন আসছে বেঁচে থাকতে হলে আবার অস্ত্র ধরতে হবে।।
non_depressive,সমস্ত কোম্পানির বিরুদ্ধে জরিমানা করা হোক
depressive,টাকাটা গরিব অসহায় মানুষের কল্যানে কাজ করলে ইহকাল এবং পরকালের আপনার অনেক মঙ্গল হত।
depressive,পশ্চিম বাংলার শাসক দলের মদতে রম রমিয়ে চলছে জুয়া শিল্প প্রশাসন নীরব দর্শক । 
depressive,ফাম দিছনা এমনি কষ্টে আছি আমরা।
depressive,কতোদিন প্রাণ আমার হাসে ঠোঁটের কোনে তোমরা দেখো আসলে হাসি
non_depressive,লের সংবাদ বাজারে গিয়ে দেখে সংবাদ প্রচার করা উচিত
depressive,সবগুলা বিশ্বাসঘাতক দেশদ্রোহীদের নিয়ে যান
non_depressive,করুণা কোন মহামারী ছিল করোনা কোন ওষুধ অসুখ ছিল এটা ছিল মানুষ মারার একটা বিশ্বের মধ্যে সবচাইতে বড় সরয্ন্ত
depressive,আগে ছিল কম্বল চোর এখন হয়েছে কয়লা চোর সোনার বাংলা এখন সোনা চোরের বাংলা
non_depressive,আ লীগ আবার ক্ষমতায় এলে ৫ জি সেবা চালু হবে : জয় : 
non_depressive,"নৌকা নিয়ে হাওরে বেরিয়েছে । একপর্যায়ে নৌকা থেকে হাওরের পানিতে ঝাঁপ দিয়ে দুরন্তপনায় মেতেছেন এক তরুণ । উল্ল্যেয়ার হাওর , তাড়াইল উপজেলা , ২৭ জুলাই । ছবি : তাফসিলুল আজিজ "
non_depressive,টিকা খাইয়া আইলাম সৌদি আরব আলহামদুলিল্লাহ ভালো আছি
depressive,টাকা থাকলে শান্তিতে মরাও যায় ভাই। এটাই সত্যি
depressive,এখানে সমস্যার আছে নিহত ব্যক্তি একজন পুরুষ। তিনি নারী হলে একটা কথা ছিল। এদেশে পুরুষের জীবনের কোন মূল্য আছে নারী হলে সোশ্যাল মিডিয়া গরম হয়ে যেত।
depressive,উন্নয়নের ঠেলায় মানুষ দিশেহারা।
non_depressive,আলহামদুলিল্লাহ সাব্বাস সচেতন ছাত্র সমাজ
non_depressive,অদূর ভবিষ্যতে কি বাঘেদের জায়গা হবে কেবল ছবিতেই ? : 
depressive,একটা টুইট রেখে বাকি টুইট গুলো হারিয়ে যাচ্ছে কেন ? 
depressive,নাটকটা শুরু থেকে শেষ পর্যন্ত কান্না দিয়েই শেষ করলাম
depressive,রাজধানীর কুর্মিটোলায় দুই চালকের প্রতিযোগিতায় বাসচাপায় প্রাণ হারিয়েছেন তিন কলেজ শিক্ষার্থী । সাংবাদিকদের প্রশ্ন এড়িয়ে গেলেন মন্ত্রী ! কবে ঘুম ভাঙবে সরকারের ? 
non_depressive,মধ্যপ্রাচ্যেএমন লবন দিয়ে ট্রিটমেন্ট আমি দেখেছি।
depressive,তুমি বুঝতে পারনি এটা তোমার ব্যর্থতা আমি আমার মনের কথাটা তোমায় বলেছিলাম
depressive,নিজের একটি চোখ বিক্রি করে আইফোন কিনে সবাইকে দেখিয়ে বেরাচ্ছেন আমাদের নিমা । পরোটা বাবা 
depressive,নির্মম কান্ড
depressive,আগে জিনিসটা নিয়ে অনেক মজা করতাম একজনকে ভালোবাসার বুঝলাম জিনেস ডিপ্রেশন
non_depressive,বাংলাদেশে আবার বক্স অফিস আছে
depressive,আমি সময় অনুমান করি আমি অন্যের জন্য অপরিচিত।আমি সময় অনুমান করি আমি যেটা প্রয়োজন তাতে আমি সেটা করতে পারবো
non_depressive,সঠিক সিদ্ধান্ত নেওয়ার জন্য ধন্যবাদ
depressive,আমার জীবনে অন্ধকার বিরক্তি অস্বস্তি
non_depressive,পৃথিবীতে নিজেকে নিয়ে গর্ব করার কিছু নেই সব গর্ব হবে মৃত্যুর পর খোদার রহমতের ছায়ায় নিজেকে রাখতে পারলে 
non_depressive,আসামে বাঙালির পাশে দাঁড়ান । বাংলাপক্ষ ওদের আজ আপনাকে প্রয়োজন । জয়বাংলা : ? 
non_depressive,বাস এক্সিডেন্টে নজর দেওয়া হবে দেওয়া হবে শুধু বাইক এক্সিডেন্টে। নিষেধাজ্ঞা আসবে সবকিছু বাইকের উপর।
non_depressive,এখানে ট্রাক ড্রাইভারের দোষ বুঝলাম না। বাইকার নিজেই নিয়ন্ত্রণ হারিয়ে ট্রাকের নিচে পড়েছে।
non_depressive,অস্থির ওদের সুযোগ সুবিধা দেখে কান্না আসতেসে
non_depressive,সময় টিভি সরকারি চ্যানেল
depressive,বাংলাদেশের উন্নয়ন মানে উপরে ফিটফাট ভিতরে সদরঘাট
non_depressive,আপনাদের খবর গুলি বরাবরই মিথ্যা।এখনো কোথাও পেয়াজের দাম কমেনি।
depressive,জুম্মা মোবারক নামাজের একটা সেল্পি সবাই লাইক কমান্ড কলেন
depressive,সত্যি অসাধারণ এমন অনেক সম্পর্ক আছে সংসার দায়িত্ব উদাসীন থাকার কারনে শেষ হয়ে যায়।নাটক তাই পরিপূর্ণতা পেল।বাস্তবে হইনা।
non_depressive,সুযোগে পাঠিয়ে দেওয়া হোক
non_depressive,ইয়াশ রুহান দুর্দান্ত
non_depressive,কোথায় আপনারা যারা বলেন দেশে সুশাসন সৃষ্টি হয়েছে আপনাদের দৃষ্টি আকর্ষণ করছি
depressive,কেন্দ্রে জাল ভোট বিএনপির দাবি
depressive,এদের প্রমোট করার কোন মানে আছে এদের আছে লজ্জা আছে শালীনতা এদের নিয়ে নিউজ করলেই খুশি সেটা বিষয়ই হোক।
depressive,ডিপ্রেশন বলতে যেমন আমি উপস্থাপিকাকে দেখে আবেগ প্রবণ হয়ে গেছি যদিও আমি জানি তাকে পাবোনা সেই হিসেবে আমিও এখন ডিপ্রেশনে আছি ধন্যবাদ
non_depressive,আমি রিপোর্টে দেখলাম  সালের পর্যন্ত সংখ্যালঘু গুলো ভারতে গেছে শুধুমাত্র তাদেরকেই নাগরিকত্ব দেওয়া হবে
non_depressive,আমিও বিষয়টা কাজী মারুফ ভাই বলেছিলাম
non_depressive,তোমাদের নিউজ অভাব থাকলে আগাছা কেটে শেষ করো তাও ভাই তোরা ওদের নিউজ দিসনা ভাই তোদের কাছে খমা চাই
non_depressive,সুন্দর একটি নাটক উপহার দেবার জন্য টিমকে ধন্যবাদ
non_depressive,গ্রীন কার্ড নামটা শুনলেই সুশীল মনে কর্মাসিয়াল সিনেমা ছাড়া আমি হলে ছবি দেখি
depressive,"আসুন দেশটাকে গিলে খাই , ভাত এর উপর চাপ কমাই । আজকে টাকা খাই , কালকে সোনা খাই , পরশু কয়লা খাই , ভাতের উপর চাপ কমাই "
depressive,জুম্মা মোবারক নামাজের একটা সেল্পি সবাই লাইক কমান্ড কলেন
non_depressive,ধন্যবাদ অমিত সাহাকে
non_depressive,মহান আল্লাহ করে মানুষের কল্যাণে করে তাই একটাই দিয়েছিলাম।
non_depressive,কর্মচারি সংখ্যা যদি থাকে তাহলে কর্মচারি নিয়োগ দেওয়া হোক কেননা বাংলাদেশে বেকারত্বের সংখ্যা অনেক বেশি।
depressive,"ঋণের দায়ে আত্মঘাতী হয়েছেন সাগরদিঘি থানার মাহাতাব শেখ নামে এক কৃষিজীবী কৃষকদের প্রধানত দুটি সমস্যা । প্রথমত , তাঁরা ফসলের দাম পাচ্ছেন না । লোকসান হচ্ছে । অন্যদিকে রাজ্যের সিংহভাগ কৃষক ঋণগ্রস্ত । ব্যাঙ্ক থেকে ঋণ পাচ্ছেন অল্পই । "
non_depressive,এতোদিন দেয়না কেন
non_depressive,"ছাদে বাগান ভেতরে সুন্দর বিনোদন , ঢাকাই চলছে অটোরিকশা । "
non_depressive,ইলিয়াস কানচন সাহেব কোথায় শুধু বলে মটরসাইকেল চালোকরাই বাজে গাড়ি চালায় রাস্তায়।
non_depressive,বাংলাদেশের উপরে ফিটফাট ভিতরে সদরঘাট। সেটা নওয়াজ মিয়া জানে
depressive,হঠাৎ বদলে যাওয়া মানুষগুলোর অতীত খুঁজতে গেলে বুঝতে পারবে কতটা অবহেলায় ভরা ছিল অতীতটা
non_depressive,জিন এডিটিং এর সাহায্যে মুম্বইয়ের হাসপাতালে হল এই অসাধ্য সাধন । জন্ম নিল সুস্থ যমজ সন্তান । : ? 
non_depressive,যেই কলেজের শিক্ষার্থীরা ফেল করেছে তাদের শিক্ষকদের আইনের আওতায় আনা হোক
non_depressive,আমি শুধু অবাক চোখে চেয়ে থাকি।
non_depressive,বর্তমানে অটো রিক্সার মতো সাংবাদিক বেশি হওয়ার কারণে অটোওয়ালারা যাত্রী পাচ্ছে না।
non_depressive,নিরন্তর গণতন্ত্রের গলা টিপছে মমতা বন্দ্যোপাধ্যায়ের নেতৃত্বে তৃণমূল । 
depressive,"আমরাতো স্বপ্ন হত্যাকারী , আমরা স্বপ্ন বাঁচাবো কি করে ! আর কতদিন এভাবে স্বপ্নগুলোকে অঙ্কুরেই বিনষ্ট হতে দেখবে জাতি । এক সময় তো স্বপ্ন দেখার লোকগুলোও চাপা পড়ে যাবে পাহাড়সম চাটুকারীদের দ্বারা । "
non_depressive,আলহামদুলিল্লাহ ঈমানের শক্তি বারিয়ে দাও
non_depressive,নদীয়া উত্তর জেলার বেথুয়াডহরীতে জন প্লাবনের মাঝে বক্ত্যব্য রাখছেন কেন্দ্রীয় সাধারণ সম্পাদক শ্রী : 
depressive,"স্রোতের বিপরীতে হেটে দেখুন কতজন থাকে পাশে , স্রোতের দিকে তো কচুরিপানা ও ভাসে , "
depressive,সকালে উঠিয়া আমি মনে মনে চিল্লাই এতো বড় হইছি আমার নাই কিল্লাই গুদ মন্নিং
depressive,এমন অবস্থার মধ্যে দিয়ে যাচ্ছে সময় বলাও যায়না আবার সওয়াও যায়না আসলে নির্বাচন সুষ্ঠু সুন্দর হয়েছে ভোটারদের কষ্ট করে ভোটকেন্দ্রে যেতে হয়
depressive,"মানুষের প্রতি মানুষেত দরদ দিন দিন কমলেও , কুত্তা বিলাই এর প্রতি মানুষের দরদ দিন দিন বাড়তেছে ! "
non_depressive,মুভিটা ইউটিউবে ছাড়লে কিছুটা উঠবে
depressive,জীবনের অনেক সময় হারিয়ে যাওয়া স্বপ্নগুলি আমার দুঃখের জলে ডুবে আসে।
depressive,এইসব ফাইভ বুলেট ট্রেনের স্বপ্ন আছে বলেই আমরা বাসের পাদানিতে টেম্পুর পাদানিতে গাদাগাদি করে দাঁড়িয়ে প্রতিদিন চলাফেরা করতে পারি
non_depressive,বরাবরেই ইয়াস তটিনির অভিনয় যেন ছুঁয়ে যায়। অভিনয় দিয়ে যেন নিজেই নিজেকে ছাড়িয়ে যাচ্ছে
non_depressive,কাজী হায়াৎ ওরফে হায়াতুজ্জামান মুভি বলে কথা
non_depressive,অসুস্থ ধারনা প্রতিযোগিতা থেকে বের হতে সমাজ সরকার রাষ্ট্র অভিভাবকদের এগিয়ে আসতে হবেজনসংখ্যা কমাতে হবেটেকনিক্যাল শিক্ষা চালু করতে হবে।
depressive,সমস্যা নেই মদের লাইসেন্স দেয়া হবে তেলের দাম বাড়লেও মদের দাম থাকবে মানুষ মাতাল হলেও খেতো বাছবে উন্নয়নশীল বাংলাদেশ তেল পায়না খাবে
depressive,ফিলিস্তান মুসলিমদেরে এ কি আবস্থা । সবার কাছে অনুরোধ পোষ্টটি দেখা মাত্রই শেয়ার করবেন । প্লিজ বাচ্চাটার জন্য দোয়া করবেন 
non_depressive,সুন্দর সাবলীল অভিনয়
depressive,মনের অজান্তেই চোখ দিয়ে পানি পড়াতে লাগলো
depressive,"এরা সেই কয়লা বাবা , বেশী কিছু বলা যাবেনা তাইলে আবার নাস্তিক ট্যাগ লাগিয়ে দেবে । "
depressive,মেয়েটা সৎকিন্তু সামান্য ভুলের জন্য শেষ হয়ে গেলো
depressive,আমি তাই কৃষি কাজ করি। দুবেলা খাবার জন্য সারাদিন কাজ করি।
non_depressive,"ছেলের বাপ পণ্য চাইলে জাতীয় অপরাধ কিন্তু , মেয়ের বাপ সরকারি চাকরি খুঁজলে সাত খুন মাফ ব্যাপারটা হলো দুটোই আন্তর্জাতিক ভিখারী শুধু ভিক্ষা করারা ধরণ টা আলাদা "
non_depressive,যতই লোভনীয় হেডলাইন দেন কেন লিংক প্রবেশ করবো না। দরকার পরলে পুরো কমেন্ট বক্স পড়ে জেনে নিব।
